date,pe
2006-05-30,17.59
2006-05-31,17.64
2006-06-01,17.72
2006-06-02,17.58
2006-06-05,17.74
2006-06-06,17.74
2006-06-07,17.7
2006-06-08,17.66
2006-06-09,17.76
2006-06-12,17.76
2006-06-13,17.82
2006-06-14,17.81
2006-06-15,17.92
2006-06-16,17.82
2006-06-19,17.81
2006-06-20,17.89
2006-06-21,17.9
2006-06-22,17.98
2006-06-23,17.96
2006-06-26,17.97
2006-06-27,18.04
2006-06-28,17.9
2006-06-29,17.94
2006-06-30,17.93
2006-07-03,18.03
2006-07-04,18.0
2006-07-05,18.15
2006-07-06,18.12
2006-07-07,18.07
2006-07-10,18.18
2006-07-11,18.29
2006-07-12,18.35
2006-07-13,18.45
2006-07-14,18.53
2006-07-17,18.46
2006-07-18,18.4
2006-07-19,18.36
2006-07-20,18.53
2006-07-21,18.49
2006-07-24,18.6
2006-07-25,18.62
2006-07-26,18.67
2006-07-27,18.77
2006-07-28,18.74
2006-07-31,18.81
2006-08-01,18.78
2006-08-02,18.77
2006-08-03,18.87
2006-08-04,18.92
2006-08-07,19.11
2006-08-08,19.04
2006-08-09,19.12
2006-08-10,19.06
2006-08-11,19.04
2006-08-14,19.14
2006-08-15,19.18
2006-08-16,19.38
2006-08-17,19.23
2006-08-18,19.35
2006-08-21,19.33
2006-08-22,19.47
2006-08-23,19.46
2006-08-24,19.46
2006-08-25,19.49
2006-08-28,19.54
2006-08-29,19.63
2006-08-30,19.6
2006-08-31,19.58
2006-09-01,19.61
2006-09-04,19.78
2006-09-05,19.89
2006-09-06,19.83
2006-09-07,19.84
2006-09-08,19.89
2006-09-11,20.03
2006-09-12,20.0
2006-09-13,19.99
2006-09-14,20.1
2006-09-15,20.09
2006-09-18,20.24
2006-09-19,20.18
2006-09-20,20.13
2006-09-21,20.15
2006-09-22,20.35
2006-09-25,20.44
2006-09-26,20.35
2006-09-27,20.37
2006-09-28,20.51
2006-09-29,20.38
2006-10-02,20.46
2006-10-03,20.56
2006-10-04,20.51
2006-10-05,20.54
2006-10-06,20.54
2006-10-09,20.61
2006-10-10,20.68
2006-10-11,20.61
2006-10-12,20.66
2006-10-13,20.51
2006-10-16,20.66
2006-10-17,20.62
2006-10-18,20.61
2006-10-19,20.64
2006-10-20,20.69
2006-10-23,20.79
2006-10-24,20.67
2006-10-25,20.76
2006-10-26,20.74
2006-10-27,20.76
2006-10-30,20.88
2006-10-31,20.86
2006-11-01,20.92
2006-11-02,20.84
2006-11-03,20.82
2006-11-06,20.88
2006-11-07,20.92
2006-11-08,20.92
2006-11-09,20.86
2006-11-10,20.94
2006-11-13,20.98
2006-11-14,21.13
2006-11-15,21.1
2006-11-16,20.95
2006-11-17,20.99
2006-11-20,20.96
2006-11-21,21.02
2006-11-22,21.08
2006-11-23,21.15
2006-11-24,21.04
2006-11-27,21.08
2006-11-28,21.0
2006-11-29,21.13
2006-11-30,21.09
2006-12-01,21.13
2006-12-04,21.14
2006-12-05,21.2
2006-12-06,21.11
2006-12-07,21.14
2006-12-08,21.37
2006-12-11,21.19
2006-12-12,21.22
2006-12-13,21.4
2006-12-14,21.48
2006-12-15,21.24
2006-12-18,21.33
2006-12-19,21.38
2006-12-20,21.47
2006-12-21,21.32
2006-12-22,21.38
2006-12-25,21.47
2006-12-26,21.46
2006-12-27,21.42
2006-12-28,21.45
2006-12-29,21.38
2007-01-01,21.49
2007-01-02,21.49
2007-01-03,21.53
2007-01-04,21.48
2007-01-05,21.55
2007-01-08,21.6
2007-01-09,21.55
2007-01-10,21.57
2007-01-11,21.56
2007-01-12,21.56
2007-01-15,21.53
2007-01-16,21.6
2007-01-17,21.58
2007-01-18,21.72
2007-01-19,21.69
2007-01-22,21.64
2007-01-23,21.58
2007-01-24,21.56
2007-01-25,21.7
2007-01-26,21.65
2007-01-29,21.68
2007-01-30,21.56
2007-01-31,21.72
2007-02-01,21.7
2007-02-02,21.61
2007-02-05,21.67
2007-02-06,21.72
2007-02-07,21.71
2007-02-08,21.69
2007-02-09,21.71
2007-02-12,21.72
2007-02-13,21.75
2007-02-14,21.83
2007-02-15,21.6
2007-02-16,21.74
2007-02-19,21.78
2007-02-20,21.8
2007-02-21,21.76
2007-02-22,21.68
2007-02-23,21.81
2007-02-26,21.91
2007-02-27,21.72
2007-02-28,21.87
2007-03-01,21.81
2007-03-02,21.83
2007-03-05,21.79
2007-03-06,21.84
2007-03-07,21.94
2007-03-08,21.9
2007-03-09,21.98
2007-03-12,21.96
2007-03-13,21.92
2007-03-14,22.0
2007-03-15,21.93
2007-03-16,21.96
2007-03-19,21.91
2007-03-20,21.94
2007-03-21,21.9
2007-03-22,22.0
2007-03-23,21.88
2007-03-26,22.01
2007-03-27,21.96
2007-03-28,22.05
2007-03-29,22.03
2007-03-30,22.1
2007-04-02,22.07
2007-04-03,21.96
2007-04-04,22.08
2007-04-05,22.04
2007-04-06,22.11
2007-04-09,22.31
2007-04-10,22.29
2007-04-11,22.23
2007-04-12,22.24
2007-04-13,22.33
2007-04-16,22.34
2007-04-17,22.4
2007-04-18,22.49
2007-04-19,22.56
2007-04-20,22.56
2007-04-23,22.47
2007-04-24,22.65
2007-04-25,22.66
2007-04-26,22.71
2007-04-27,22.81
2007-04-30,22.67
2007-05-01,22.79
2007-05-02,22.89
2007-05-03,22.78
2007-05-04,23.0
2007-05-07,23.01
2007-05-08,23.07
2007-05-09,23.01
2007-05-10,23.12
2007-05-11,23.16
2007-05-14,23.2
2007-05-15,23.22
2007-05-16,23.25
2007-05-17,23.21
2007-05-18,23.28
2007-05-21,23.36
2007-05-22,23.42
2007-05-23,23.49
2007-05-24,23.39
2007-05-25,23.48
2007-05-28,23.65
2007-05-29,23.55
2007-05-30,23.57
2007-05-31,23.66
2007-06-01,23.73
2007-06-04,23.76
2007-06-05,23.87
2007-06-06,23.86
2007-06-07,23.89
2007-06-08,23.9
2007-06-11,24.09
2007-06-12,23.97
2007-06-13,23.89
2007-06-14,24.13
2007-06-15,24.03
2007-06-18,24.15
2007-06-19,24.25
2007-06-20,24.1
2007-06-21,24.15
2007-06-22,24.16
2007-06-25,24.29
2007-06-26,24.39
2007-06-27,24.42
2007-06-28,24.43
2007-06-29,24.36
2007-07-02,24.39
2007-07-03,24.56
2007-07-04,24.55
2007-07-05,24.64
2007-07-06,24.68
2007-07-09,24.73
2007-07-10,24.79
2007-07-11,24.79
2007-07-12,24.83
2007-07-13,24.78
2007-07-16,24.9
2007-07-17,24.95
2007-07-18,25.01
2007-07-19,24.97
2007-07-20,25.05
2007-07-23,25.08
2007-07-24,25.12
2007-07-25,25.2
2007-07-26,25.06
2007-07-27,25.13
2007-07-30,25.2
2007-07-31,25.18
2007-08-01,25.3
2007-08-02,25.41
2007-08-03,25.38
2007-08-06,25.49
2007-08-07,25.57
2007-08-08,25.61
2007-08-09,25.56
2007-08-10,25.67
2007-08-13,25.67
2007-08-14,25.65
2007-08-15,25.69
2007-08-16,25.66
2007-08-17,25.72
2007-08-20,25.84
2007-08-21,25.93
2007-08-22,26.02
2007-08-23,25.86
2007-08-24,25.99
2007-08-27,25.99
2007-08-28,26.1
2007-08-29,26.1
2007-08-30,26.02
2007-08-31,26.21
2007-09-03,26.2
2007-09-04,26.23
2007-09-05,26.23
2007-09-06,26.28
2007-09-07,26.37
2007-09-10,26.42
2007-09-11,26.48
2007-09-12,26.51
2007-09-13,26.59
2007-09-14,26.52
2007-09-17,26.53
2007-09-18,26.71
2007-09-19,26.65
2007-09-20,26.77
2007-09-21,26.75
2007-09-24,26.8
2007-09-25,26.86
2007-09-26,26.98
2007-09-27,27.02
2007-09-28,26.92
2007-10-01,27.01
2007-10-02,27.05
2007-10-03,26.93
2007-10-04,26.99
2007-10-05,26.96
2007-10-08,26.94
2007-10-09,26.86
2007-10-10,26.81
2007-10-11,26.77
2007-10-12,26.81
2007-10-15,26.82
2007-10-16,26.82
2007-10-17,26.94
2007-10-18,26.88
2007-10-19,26.75
2007-10-22,26.8
2007-10-23,26.74
2007-10-24,26.74
2007-10-25,26.75
2007-10-26,26.77
2007-10-29,26.68
2007-10-30,26.75
2007-10-31,26.61
2007-11-01,26.67
2007-11-02,26.81
2007-11-05,26.64
2007-11-06,26.7
2007-11-07,26.61
2007-11-08,26.63
2007-11-09,26.58
2007-11-12,26.54
2007-11-13,26.49
2007-11-14,26.55
2007-11-15,26.47
2007-11-16,26.55
2007-11-19,26.54
2007-11-20,26.48
2007-11-21,26.43
2007-11-22,26.47
2007-11-23,26.41
2007-11-26,26.45
2007-11-27,26.28
2007-11-28,26.36
2007-11-29,26.25
2007-11-30,26.27
2007-12-03,26.4
2007-12-04,26.37
2007-12-05,26.26
2007-12-06,26.2
2007-12-07,26.1
2007-12-10,26.21
2007-12-11,26.38
2007-12-12,26.25
2007-12-13,26.18
2007-12-14,26.23
2007-12-17,26.08
2007-12-18,26.14
2007-12-19,26.16
2007-12-20,26.13
2007-12-21,26.18
2007-12-24,26.12
2007-12-25,26.13
2007-12-26,26.03
2007-12-27,26.12
2007-12-28,26.15
2007-12-31,25.96
2008-01-01,25.96
2008-01-02,26.08
2008-01-03,25.91
2008-01-04,25.93
2008-01-07,25.59
2008-01-08,25.63
2008-01-09,25.47
2008-01-10,25.41
2008-01-11,25.41
2008-01-14,25.06
2008-01-15,24.95
2008-01-16,24.91
2008-01-17,24.88
2008-01-18,24.69
2008-01-21,24.59
2008-01-22,24.44
2008-01-23,24.47
2008-01-24,24.18
2008-01-25,24.2
2008-01-28,23.92
2008-01-29,23.89
2008-01-30,23.88
2008-01-31,23.78
2008-02-01,23.7
2008-02-04,23.47
2008-02-05,23.42
2008-02-06,23.27
2008-02-07,23.3
2008-02-08,23.22
2008-02-11,22.97
2008-02-12,22.91
2008-02-13,22.81
2008-02-14,22.84
2008-02-15,22.64
2008-02-18,22.4
2008-02-19,22.29
2008-02-20,22.2
2008-02-21,22.11
2008-02-22,22.06
2008-02-25,21.88
2008-02-26,21.83
2008-02-27,21.73
2008-02-28,21.61
2008-02-29,21.63
2008-03-03,21.48
2008-03-04,21.39
2008-03-05,21.33
2008-03-06,21.37
2008-03-07,21.32
2008-03-10,21.12
2008-03-11,21.17
2008-03-12,21.16
2008-03-13,21.05
2008-03-14,21.09
2008-03-17,20.89
2008-03-18,21.03
2008-03-19,20.99
2008-03-20,20.87
2008-03-21,20.87
2008-03-24,20.61
2008-03-25,20.65
2008-03-26,20.67
2008-03-27,20.59
2008-03-28,20.66
2008-03-31,20.64
2008-04-01,20.42
2008-04-02,20.41
2008-04-03,20.44
2008-04-04,20.49
2008-04-07,20.22
2008-04-08,20.28
2008-04-09,20.34
2008-04-10,20.1
2008-04-11,20.09
2008-04-14,20.04
2008-04-15,20.0
2008-04-16,20.05
2008-04-17,19.98
2008-04-18,19.83
2008-04-21,19.87
2008-04-22,19.77
2008-04-23,19.85
2008-04-24,19.7
2008-04-25,19.67
2008-04-28,19.64
2008-04-29,19.62
2008-04-30,19.57
2008-05-01,19.41
2008-05-02,19.51
2008-05-05,19.32
2008-05-06,19.36
2008-05-07,19.23
2008-05-08,19.31
2008-05-09,19.2
2008-05-12,19.08
2008-05-13,19.16
2008-05-14,19.1
2008-05-15,19.02
2008-05-16,19.11
2008-05-19,18.9
2008-05-20,18.89
2008-05-21,18.87
2008-05-22,18.79
2008-05-23,18.82
2008-05-26,18.66
2008-05-27,18.64
2008-05-28,18.71
2008-05-29,18.54
2008-05-30,18.42
2008-06-02,18.57
2008-06-03,18.59
2008-06-04,18.39
2008-06-05,18.27
2008-06-06,18.33
2008-06-09,18.25
2008-06-10,18.22
2008-06-11,18.14
2008-06-12,18.21
2008-06-13,18.18
2008-06-16,17.97
2008-06-17,18.07
2008-06-18,18.12
2008-06-19,17.98
2008-06-20,17.92
2008-06-23,17.85
2008-06-24,17.86
2008-06-25,17.69
2008-06-26,17.78
2008-06-27,17.71
2008-06-30,17.76
2008-07-01,17.61
2008-07-02,17.69
2008-07-03,17.49
2008-07-04,17.57
2008-07-07,17.46
2008-07-08,17.36
2008-07-09,17.4
2008-07-10,17.43
2008-07-11,17.31
2008-07-14,17.14
2008-07-15,17.21
2008-07-16,17.13
2008-07-17,17.13
2008-07-18,17.12
2008-07-21,16.93
2008-07-22,16.91
2008-07-23,17.0
2008-07-24,16.91
2008-07-25,16.76
2008-07-28,16.87
2008-07-29,16.81
2008-07-30,16.73
2008-07-31,16.66
2008-08-01,16.76
2008-08-04,16.64
2008-08-05,16.74
2008-08-06,16.59
2008-08-07,16.56
2008-08-08,16.49
2008-08-11,16.47
2008-08-12,16.42
2008-08-13,16.43
2008-08-14,16.3
2008-08-15,16.27
2008-08-18,16.18
2008-08-19,16.23
2008-08-20,16.24
2008-08-21,16.1
2008-08-22,16.07
2008-08-25,16.02
2008-08-26,15.96
2008-08-27,16.0
2008-08-28,15.78
2008-08-29,15.84
2008-09-01,15.75
2008-09-02,15.59
2008-09-03,15.61
2008-09-04,15.54
2008-09-05,15.52
2008-09-08,15.39
2008-09-09,15.24
2008-09-10,15.13
2008-09-11,15.12
2008-09-12,15.12
2008-09-15,14.79
2008-09-16,14.73
2008-09-17,14.75
2008-09-18,14.63
2008-09-19,14.62
2008-09-22,14.37
2008-09-23,14.35
2008-09-24,14.18
2008-09-25,14.17
2008-09-26,14.09
2008-09-29,13.83
2008-09-30,13.74
2008-10-01,13.81
2008-10-02,13.68
2008-10-03,13.57
2008-10-06,13.42
2008-10-07,13.42
2008-10-08,13.15
2008-10-09,13.13
2008-10-10,13.1
2008-10-13,13.04
2008-10-14,12.9
2008-10-15,12.86
2008-10-16,12.68
2008-10-17,12.61
2008-10-20,12.5
2008-10-21,12.41
2008-10-22,12.37
2008-10-23,12.26
2008-10-24,12.22
2008-10-27,12.01
2008-10-28,12.06
2008-10-29,12.08
2008-10-30,11.95
2008-10-31,11.92
2008-11-03,12.16
2008-11-04,12.19
2008-11-05,12.07
2008-11-06,12.03
2008-11-07,12.16
2008-11-10,12.26
2008-11-11,12.32
2008-11-12,12.26
2008-11-13,12.22
2008-11-14,12.2
2008-11-17,12.3
2008-11-18,12.3
2008-11-19,12.27
2008-11-20,12.47
2008-11-21,12.46
2008-11-24,12.47
2008-11-25,12.36
2008-11-26,12.48
2008-11-27,12.48
2008-11-28,12.48
2008-12-01,12.57
2008-12-02,12.55
2008-12-03,12.56
2008-12-04,12.57
2008-12-05,12.56
2008-12-08,12.46
2008-12-09,12.58
2008-12-10,12.55
2008-12-11,12.52
2008-12-12,12.71
2008-12-15,12.74
2008-12-16,12.73
2008-12-17,12.67
2008-12-18,12.75
2008-12-19,12.67
2008-12-22,12.72
2008-12-23,12.65
2008-12-24,12.75
2008-12-25,12.74
2008-12-26,12.66
2008-12-29,12.77
2008-12-30,12.78
2008-12-31,12.9
2009-01-01,12.85
2009-01-02,12.79
2009-01-05,12.76
2009-01-06,12.73
2009-01-07,12.7
2009-01-08,12.63
2009-01-09,12.67
2009-01-12,12.59
2009-01-13,12.55
2009-01-14,12.64
2009-01-15,12.61
2009-01-16,12.47
2009-01-19,12.52
2009-01-20,12.58
2009-01-21,12.57
2009-01-22,12.55
2009-01-23,12.47
2009-01-26,12.38
2009-01-27,12.35
2009-01-28,12.42
2009-01-29,12.4
2009-01-30,12.44
2009-02-02,12.39
2009-02-03,12.3
2009-02-04,12.22
2009-02-05,12.26
2009-02-06,12.28
2009-02-09,12.21
2009-02-10,12.17
2009-02-11,12.2
2009-02-12,12.14
2009-02-13,12.12
2009-02-16,12.13
2009-02-17,12.07
2009-02-18,12.1
2009-02-19,12.09
2009-02-20,11.99
2009-02-23,11.98
2009-02-24,12.08
2009-02-25,11.91
2009-02-26,11.84
2009-02-27,11.84
2009-03-02,11.91
2009-03-03,11.89
2009-03-04,11.87
2009-03-05,11.93
2009-03-06,11.68
2009-03-09,11.82
2009-03-10,11.96
2009-03-11,11.87
2009-03-12,11.99
2009-03-13,12.03
2009-03-16,12.24
2009-03-17,12.34
2009-03-18,12.51
2009-03-19,12.61
2009-03-20,12.55
2009-03-23,12.89
2009-03-24,12.85
2009-03-25,13.02
2009-03-26,12.98
2009-03-27,13.06
2009-03-30,13.29
2009-03-31,13.53
2009-04-01,13.46
2009-04-02,13.43
2009-04-03,13.6
2009-04-06,13.73
2009-04-07,13.8
2009-04-08,13.95
2009-04-09,13.97
2009-04-10,14.05
2009-04-13,14.24
2009-04-14,14.33
2009-04-15,14.41
2009-04-16,14.34
2009-04-17,14.56
2009-04-20,14.67
2009-04-21,14.72
2009-04-22,14.87
2009-04-23,14.95
2009-04-24,14.97
2009-04-27,15.27
2009-04-28,15.21
2009-04-29,15.34
2009-04-30,15.4
2009-05-01,15.5
2009-05-04,15.63
2009-05-05,15.59
2009-05-06,15.73
2009-05-07,15.72
2009-05-08,15.64
2009-05-11,15.75
2009-05-12,15.9
2009-05-13,15.93
2009-05-14,15.97
2009-05-15,16.01
2009-05-18,16.14
2009-05-19,16.22
2009-05-20,16.13
2009-05-21,16.16
2009-05-22,16.2
2009-05-25,16.4
2009-05-26,16.49
2009-05-27,16.43
2009-05-28,16.34
2009-05-29,16.42
2009-06-01,16.58
2009-06-02,16.64
2009-06-03,16.68
2009-06-04,16.75
2009-06-05,16.76
2009-06-08,16.95
2009-06-09,16.89
2009-06-10,16.91
2009-06-11,17.03
2009-06-12,16.94
2009-06-15,17.17
2009-06-16,17.19
2009-06-17,17.21
2009-06-18,17.35
2009-06-19,17.26
2009-06-22,17.53
2009-06-23,17.43
2009-06-24,17.4
2009-06-25,17.52
2009-06-26,17.48
2009-06-29,17.61
2009-06-30,17.72
2009-07-01,17.77
2009-07-02,17.73
2009-07-03,17.86
2009-07-06,17.98
2009-07-07,18.04
2009-07-08,18.02
2009-07-09,18.11
2009-07-10,17.95
2009-07-13,18.15
2009-07-14,18.16
2009-07-15,18.25
2009-07-16,18.25
2009-07-17,18.31
2009-07-20,18.54
2009-07-21,18.45
2009-07-22,18.52
2009-07-23,18.52
2009-07-24,18.58
2009-07-27,18.68
2009-07-28,18.75
2009-07-29,18.83
2009-07-30,18.89
2009-07-31,18.85
2009-08-03,18.97
2009-08-04,18.91
2009-08-05,19.01
2009-08-06,19.11
2009-08-07,19.14
2009-08-10,19.21
2009-08-11,19.28
2009-08-12,19.3
2009-08-13,19.38
2009-08-14,19.36
2009-08-17,19.43
2009-08-18,19.51
2009-08-19,19.35
2009-08-20,19.58
2009-08-21,19.38
2009-08-24,19.6
2009-08-25,19.77
2009-08-26,19.81
2009-08-27,19.75
2009-08-28,19.81
2009-08-31,20.05
2009-09-01,19.97
2009-09-02,20.16
2009-09-03,20.05
2009-09-04,20.11
2009-09-07,20.26
2009-09-08,20.2
2009-09-09,20.16
2009-09-10,20.24
2009-09-11,20.27
2009-09-14,20.28
2009-09-15,20.37
2009-09-16,20.37
2009-09-17,20.5
2009-09-18,20.47
2009-09-21,20.53
2009-09-22,20.57
2009-09-23,20.62
2009-09-24,20.67
2009-09-25,20.6
2009-09-28,20.68
2009-09-29,20.84
2009-09-30,20.77
2009-10-01,20.74
2009-10-02,20.88
2009-10-05,20.96
2009-10-06,20.87
2009-10-07,21.0
2009-10-08,21.06
2009-10-09,21.07
2009-10-12,21.16
2009-10-13,21.07
2009-10-14,21.2
2009-10-15,21.19
2009-10-16,21.21
2009-10-19,21.37
2009-10-20,21.43
2009-10-21,21.48
2009-10-22,21.48
2009-10-23,21.42
2009-10-26,21.53
2009-10-27,21.58
2009-10-28,21.57
2009-10-29,21.6
2009-10-30,21.67
2009-11-02,21.7
2009-11-03,21.69
2009-11-04,21.73
2009-11-05,21.82
2009-11-06,21.81
2009-11-09,21.92
2009-11-10,21.96
2009-11-11,21.93
2009-11-12,22.02
2009-11-13,22.03
2009-11-16,22.01
2009-11-17,22.2
2009-11-18,22.11
2009-11-19,22.07
2009-11-20,22.14
2009-11-23,22.22
2009-11-24,22.31
2009-11-25,22.32
2009-11-26,22.34
2009-11-27,22.43
2009-11-30,22.49
2009-12-01,22.52
2009-12-02,22.53
2009-12-03,22.54
2009-12-04,22.38
2009-12-07,22.5
2009-12-08,22.39
2009-12-09,22.53
2009-12-10,22.53
2009-12-11,22.6
2009-12-14,22.61
2009-12-15,22.56
2009-12-16,22.52
2009-12-17,22.58
2009-12-18,22.52
2009-12-21,22.57
2009-12-22,22.63
2009-12-23,22.54
2009-12-24,22.63
2009-12-25,22.62
2009-12-28,22.53
2009-12-29,22.65
2009-12-30,22.64
2009-12-31,22.61
2010-01-01,22.56
2010-01-04,22.56
2010-01-05,22.58
2010-01-06,22.65
2010-01-07,22.57
2010-01-08,22.65
2010-01-11,22.56
2010-01-12,22.63
2010-01-13,22.65
2010-01-14,22.79
2010-01-15,22.57
2010-01-18,22.75
2010-01-19,22.67
2010-01-20,22.69
2010-01-21,22.68
2010-01-22,22.7
2010-01-25,22.67
2010-01-26,22.77
2010-01-27,22.66
2010-01-28,22.76
2010-01-29,22.66
2010-02-01,22.7
2010-02-02,22.65
2010-02-03,22.74
2010-02-04,22.8
2010-02-05,22.72
2010-02-08,22.72
2010-02-09,22.67
2010-02-10,22.72
2010-02-11,22.64
2010-02-12,22.69
2010-02-15,22.77
2010-02-16,22.84
2010-02-17,22.93
2010-02-18,22.73
2010-02-19,22.85
2010-02-22,22.79
2010-02-23,22.77
2010-02-24,22.81
2010-02-25,22.79
2010-02-26,22.8
2010-03-01,22.78
2010-03-02,22.71
2010-03-03,22.7
2010-03-04,22.83
2010-03-05,22.77
2010-03-08,22.74
2010-03-09,22.77
2010-03-10,22.82
2010-03-11,22.78
2010-03-12,22.72
2010-03-15,22.83
2010-03-16,22.85
2010-03-17,22.78
2010-03-18,22.8
2010-03-19,22.82
2010-03-22,22.8
2010-03-23,22.77
2010-03-24,22.76
2010-03-25,22.75
2010-03-26,22.65
2010-03-29,22.75
2010-03-30,22.62
2010-03-31,22.65
2010-04-01,22.78
2010-04-02,22.75
2010-04-05,22.78
2010-04-06,22.67
2010-04-07,22.61
2010-04-08,22.66
2010-04-09,22.68
2010-04-12,22.67
2010-04-13,22.73
2010-04-14,22.63
2010-04-15,22.67
2010-04-16,22.59
2010-04-19,22.67
2010-04-20,22.64
2010-04-21,22.59
2010-04-22,22.62
2010-04-23,22.62
2010-04-26,22.6
2010-04-27,22.72
2010-04-28,22.6
2010-04-29,22.59
2010-04-30,22.48
2010-05-03,22.54
2010-05-04,22.58
2010-05-05,22.55
2010-05-06,22.67
2010-05-07,22.57
2010-05-10,22.65
2010-05-11,22.57
2010-05-12,22.57
2010-05-13,22.56
2010-05-14,22.56
2010-05-17,22.65
2010-05-18,22.41
2010-05-19,22.42
2010-05-20,22.51
2010-05-21,22.54
2010-05-24,22.57
2010-05-25,22.55
2010-05-26,22.5
2010-05-27,22.58
2010-05-28,22.57
2010-05-31,22.51
2010-06-01,22.56
2010-06-02,22.53
2010-06-03,22.5
2010-06-04,22.59
2010-06-07,22.6
2010-06-08,22.61
2010-06-09,22.72
2010-06-10,22.5
2010-06-11,22.58
2010-06-14,22.64
2010-06-15,22.71
2010-06-16,22.73
2010-06-17,22.67
2010-06-18,22.72
2010-06-21,22.78
2010-06-22,22.99
2010-06-23,22.97
2010-06-24,22.85
2010-06-25,22.87
2010-06-28,22.87
2010-06-29,22.84
2010-06-30,22.97
2010-07-01,22.93
2010-07-02,23.0
2010-07-05,22.96
2010-07-06,23.03
2010-07-07,23.1
2010-07-08,23.13
2010-07-09,23.15
2010-07-12,23.09
2010-07-13,23.24
2010-07-14,23.15
2010-07-15,23.26
2010-07-16,23.23
2010-07-19,23.2
2010-07-20,23.28
2010-07-21,23.34
2010-07-22,23.37
2010-07-23,23.34
2010-07-26,23.49
2010-07-27,23.48
2010-07-28,23.42
2010-07-29,23.49
2010-07-30,23.58
2010-08-02,23.63
2010-08-03,23.46
2010-08-04,23.49
2010-08-05,23.65
2010-08-06,23.51
2010-08-09,23.55
2010-08-10,23.61
2010-08-11,23.69
2010-08-12,23.67
2010-08-13,23.65
2010-08-16,23.7
2010-08-17,23.72
2010-08-18,23.72
2010-08-19,23.93
2010-08-20,23.83
2010-08-23,23.91
2010-08-24,23.84
2010-08-25,23.88
2010-08-26,23.86
2010-08-27,23.76
2010-08-30,23.89
2010-08-31,23.88
2010-09-01,23.87
2010-09-02,23.95
2010-09-03,24.12
2010-09-06,24.08
2010-09-07,24.18
2010-09-08,24.14
2010-09-09,24.18
2010-09-10,24.1
2010-09-13,24.23
2010-09-14,24.26
2010-09-15,24.2
2010-09-16,24.28
2010-09-17,24.3
2010-09-20,24.28
2010-09-21,24.26
2010-09-22,24.28
2010-09-23,24.37
2010-09-24,24.4
2010-09-27,24.38
2010-09-28,24.45
2010-09-29,24.5
2010-09-30,24.51
2010-10-01,24.59
2010-10-04,24.62
2010-10-05,24.5
2010-10-06,24.68
2010-10-07,24.56
2010-10-08,24.67
2010-10-11,24.66
2010-10-12,24.65
2010-10-13,24.58
2010-10-14,24.7
2010-10-15,24.63
2010-10-18,24.83
2010-10-19,24.88
2010-10-20,24.76
2010-10-21,24.84
2010-10-22,24.79
2010-10-25,24.85
2010-10-26,24.95
2010-10-27,24.92
2010-10-28,25.04
2010-10-29,24.92
2010-11-01,25.06
2010-11-02,24.99
2010-11-03,25.01
2010-11-04,24.92
2010-11-05,24.93
2010-11-08,24.88
2010-11-09,24.82
2010-11-10,24.89
2010-11-11,24.87
2010-11-12,24.85
2010-11-15,24.86
